Params;MeanMAE;MeanR2
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.1824117503286895;0.8784708070975473
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.1747951133538101;0.8786027130934884
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.16899877118105955;0.8788548520981478
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.001, 'max_iter': 1000, 'solver': 'adam'};-0.18048666233675048;0.8794916871898518
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.1745742526603963;0.8799836443441877
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.1700650204918722;0.8807224439929857
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.1698876148735026;0.8814128013883685
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.1766377829295285;0.882908738370158
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.17645599092926237;0.8833240219569072
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.17564876930866066;0.8884037925243276
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.1691655987724417;0.8906915956012377
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.17603492037828578;0.8910884626689851
{'activation': 'tanh', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.16354480580949615;0.8911183297677946
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.1548149996112839;0.8952624864261619
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.1485842508067404;0.9009229454838428
