location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Schildergasse (West), Köln;2019-02-17 06:00:00 +0100;Sunday;60;2;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 07:00:00 +0100;Sunday;48;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 08:00:00 +0100;Sunday;149;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 09:00:00 +0100;Sunday;268;5;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 10:00:00 +0100;Sunday;561;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 11:00:00 +0100;Sunday;1068;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 12:00:00 +0100;Sunday;1595;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 13:00:00 +0100;Sunday;1898;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 14:00:00 +0100;Sunday;2494;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 15:00:00 +0100;Sunday;2893;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 16:00:00 +0100;Sunday;2860;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 17:00:00 +0100;Sunday;2313;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-17 18:00:00 +0100;Sunday;1582;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 19:00:00 +0100;Sunday;1050;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 20:00:00 +0100;Sunday;509;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 21:00:00 +0100;Sunday;366;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 22:00:00 +0100;Sunday;201;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-17 23:00:00 +0100;Sunday;144;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 00:00:00 +0100;Monday;45;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 01:00:00 +0100;Monday;31;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 02:00:00 +0100;Monday;33;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 03:00:00 +0100;Monday;18;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 04:00:00 +0100;Monday;27;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 05:00:00 +0100;Monday;95;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 06:00:00 +0100;Monday;267;5;clear-night;
Schildergasse (West), Köln;2019-02-18 07:00:00 +0100;Monday;563;6;clear-night;
Schildergasse (West), Köln;2019-02-18 08:00:00 +0100;Monday;906;4;clear-day;
Schildergasse (West), Köln;2019-02-18 09:00:00 +0100;Monday;1484;5;clear-day;
Schildergasse (West), Köln;2019-02-18 10:00:00 +0100;Monday;2731;7;clear-day;
Schildergasse (West), Köln;2019-02-18 11:00:00 +0100;Monday;4497;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 12:00:00 +0100;Monday;5917;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 13:00:00 +0100;Monday;6514;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 14:00:00 +0100;Monday;6317;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 15:00:00 +0100;Monday;6487;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 16:00:00 +0100;Monday;7075;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 17:00:00 +0100;Monday;6920;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-18 18:00:00 +0100;Monday;6045;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 19:00:00 +0100;Monday;3792;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 20:00:00 +0100;Monday;1414;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 21:00:00 +0100;Monday;491;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 22:00:00 +0100;Monday;351;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-18 23:00:00 +0100;Monday;169;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 00:00:00 +0100;Tuesday;56;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 01:00:00 +0100;Tuesday;27;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 02:00:00 +0100;Tuesday;17;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 03:00:00 +0100;Tuesday;20;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 04:00:00 +0100;Tuesday;19;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 05:00:00 +0100;Tuesday;40;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 06:00:00 +0100;Tuesday;265;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 07:00:00 +0100;Tuesday;488;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 08:00:00 +0100;Tuesday;1023;7;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 09:00:00 +0100;Tuesday;1587;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 10:00:00 +0100;Tuesday;2571;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 11:00:00 +0100;Tuesday;3814;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 12:00:00 +0100;Tuesday;5157;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 13:00:00 +0100;Tuesday;6000;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 14:00:00 +0100;Tuesday;5796;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 15:00:00 +0100;Tuesday;6064;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 16:00:00 +0100;Tuesday;6318;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 17:00:00 +0100;Tuesday;6396;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-19 18:00:00 +0100;Tuesday;5429;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 19:00:00 +0100;Tuesday;3751;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 20:00:00 +0100;Tuesday;1521;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 21:00:00 +0100;Tuesday;614;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 22:00:00 +0100;Tuesday;350;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-19 23:00:00 +0100;Tuesday;220;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 00:00:00 +0100;Wednesday;70;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 01:00:00 +0100;Wednesday;54;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 02:00:00 +0100;Wednesday;27;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 03:00:00 +0100;Wednesday;23;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 04:00:00 +0100;Wednesday;12;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 05:00:00 +0100;Wednesday;81;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 06:00:00 +0100;Wednesday;299;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 07:00:00 +0100;Wednesday;482;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 08:00:00 +0100;Wednesday;921;3;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 09:00:00 +0100;Wednesday;1469;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 10:00:00 +0100;Wednesday;2472;6;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 11:00:00 +0100;Wednesday;4058;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 12:00:00 +0100;Wednesday;5373;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 13:00:00 +0100;Wednesday;5926;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 14:00:00 +0100;Wednesday;5930;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 15:00:00 +0100;Wednesday;6027;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 16:00:00 +0100;Wednesday;6286;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 17:00:00 +0100;Wednesday;6408;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-20 18:00:00 +0100;Wednesday;5603;10;cloudy;
Schildergasse (West), Köln;2019-02-20 19:00:00 +0100;Wednesday;3886;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 20:00:00 +0100;Wednesday;1693;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 21:00:00 +0100;Wednesday;720;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 22:00:00 +0100;Wednesday;380;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-20 23:00:00 +0100;Wednesday;205;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 00:00:00 +0100;Thursday;81;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 01:00:00 +0100;Thursday;55;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 02:00:00 +0100;Thursday;44;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 03:00:00 +0100;Thursday;51;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 04:00:00 +0100;Thursday;39;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 05:00:00 +0100;Thursday;91;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 06:00:00 +0100;Thursday;209;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 07:00:00 +0100;Thursday;442;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 08:00:00 +0100;Thursday;955;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 09:00:00 +0100;Thursday;1429;6;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 10:00:00 +0100;Thursday;2751;7;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 11:00:00 +0100;Thursday;4327;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 12:00:00 +0100;Thursday;5525;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 13:00:00 +0100;Thursday;6161;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 14:00:00 +0100;Thursday;5979;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 15:00:00 +0100;Thursday;5963;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 16:00:00 +0100;Thursday;6326;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 17:00:00 +0100;Thursday;6522;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-21 18:00:00 +0100;Thursday;5430;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 19:00:00 +0100;Thursday;3705;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 20:00:00 +0100;Thursday;1588;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 21:00:00 +0100;Thursday;677;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-21 22:00:00 +0100;Thursday;383;10;cloudy;
Schildergasse (West), Köln;2019-02-21 23:00:00 +0100;Thursday;200;10;cloudy;
Schildergasse (West), Köln;2019-02-22 00:00:00 +0100;Friday;93;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 01:00:00 +0100;Friday;48;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 02:00:00 +0100;Friday;42;9;fog;
Schildergasse (West), Köln;2019-02-22 03:00:00 +0100;Friday;21;9;fog;
Schildergasse (West), Köln;2019-02-22 04:00:00 +0100;Friday;22;9;fog;
Schildergasse (West), Köln;2019-02-22 05:00:00 +0100;Friday;53;9;fog;
Schildergasse (West), Köln;2019-02-22 06:00:00 +0100;Friday;200;9;fog;
Schildergasse (West), Köln;2019-02-22 07:00:00 +0100;Friday;466;9;cloudy;
Schildergasse (West), Köln;2019-02-22 08:00:00 +0100;Friday;892;9;cloudy;
Schildergasse (West), Köln;2019-02-22 09:00:00 +0100;Friday;1563;9;fog;
Schildergasse (West), Köln;2019-02-22 10:00:00 +0100;Friday;2863;9;fog;
Schildergasse (West), Köln;2019-02-22 11:00:00 +0100;Friday;4179;9;fog;
Schildergasse (West), Köln;2019-02-22 12:00:00 +0100;Friday;5347;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 13:00:00 +0100;Friday;6297;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 14:00:00 +0100;Friday;6699;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 15:00:00 +0100;Friday;7539;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 16:00:00 +0100;Friday;7959;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 17:00:00 +0100;Friday;8069;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-22 18:00:00 +0100;Friday;7387;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 19:00:00 +0100;Friday;5316;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 20:00:00 +0100;Friday;2560;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 21:00:00 +0100;Friday;1197;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 22:00:00 +0100;Friday;672;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-22 23:00:00 +0100;Friday;475;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 00:00:00 +0100;Saturday;315;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 01:00:00 +0100;Saturday;232;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 02:00:00 +0100;Saturday;125;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 03:00:00 +0100;Saturday;87;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 04:00:00 +0100;Saturday;41;4;clear-night;
Schildergasse (West), Köln;2019-02-23 05:00:00 +0100;Saturday;33;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 06:00:00 +0100;Saturday;105;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 07:00:00 +0100;Saturday;144;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 08:00:00 +0100;Saturday;373;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 09:00:00 +0100;Saturday;1164;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 10:00:00 +0100;Saturday;3767;5;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 11:00:00 +0100;Saturday;7120;6;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 12:00:00 +0100;Saturday;9611;7;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 13:00:00 +0100;Saturday;11347;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 14:00:00 +0100;Saturday;12915;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 15:00:00 +0100;Saturday;14241;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 16:00:00 +0100;Saturday;14460;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 17:00:00 +0100;Saturday;13277;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-23 18:00:00 +0100;Saturday;10794;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 19:00:00 +0100;Saturday;7136;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 20:00:00 +0100;Saturday;3032;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 21:00:00 +0100;Saturday;1056;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 22:00:00 +0100;Saturday;553;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-23 23:00:00 +0100;Saturday;430;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 00:00:00 +0100;Sunday;250;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 01:00:00 +0100;Sunday;213;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 02:00:00 +0100;Sunday;107;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 03:00:00 +0100;Sunday;80;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 04:00:00 +0100;Sunday;55;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 05:00:00 +0100;Sunday;54;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 06:00:00 +0100;Sunday;29;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 07:00:00 +0100;Sunday;70;2;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 08:00:00 +0100;Sunday;101;3;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 09:00:00 +0100;Sunday;308;5;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 10:00:00 +0100;Sunday;594;6;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 11:00:00 +0100;Sunday;1018;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 12:00:00 +0100;Sunday;1485;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 13:00:00 +0100;Sunday;1903;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 14:00:00 +0100;Sunday;2365;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 15:00:00 +0100;Sunday;2731;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 16:00:00 +0100;Sunday;2621;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 17:00:00 +0100;Sunday;2403;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-24 18:00:00 +0100;Sunday;1683;13;clear-night;
Schildergasse (West), Köln;2019-02-24 19:00:00 +0100;Sunday;909;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 20:00:00 +0100;Sunday;535;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 21:00:00 +0100;Sunday;344;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 22:00:00 +0100;Sunday;190;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-24 23:00:00 +0100;Sunday;143;6;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 00:00:00 +0100;Monday;49;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 01:00:00 +0100;Monday;32;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 02:00:00 +0100;Monday;15;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 03:00:00 +0100;Monday;24;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 04:00:00 +0100;Monday;26;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 05:00:00 +0100;Monday;96;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 06:00:00 +0100;Monday;274;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 07:00:00 +0100;Monday;482;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 08:00:00 +0100;Monday;895;3;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 09:00:00 +0100;Monday;1558;6;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 10:00:00 +0100;Monday;2979;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 11:00:00 +0100;Monday;4577;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 12:00:00 +0100;Monday;6177;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 13:00:00 +0100;Monday;6692;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 14:00:00 +0100;Monday;6966;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 15:00:00 +0100;Monday;7097;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 16:00:00 +0100;Monday;7049;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 17:00:00 +0100;Monday;7669;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 18:00:00 +0100;Monday;7066;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-25 19:00:00 +0100;Monday;4673;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 20:00:00 +0100;Monday;1782;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 21:00:00 +0100;Monday;592;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 22:00:00 +0100;Monday;345;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-25 23:00:00 +0100;Monday;163;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 00:00:00 +0100;Tuesday;79;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 01:00:00 +0100;Tuesday;31;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 02:00:00 +0100;Tuesday;50;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 03:00:00 +0100;Tuesday;18;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 04:00:00 +0100;Tuesday;25;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 05:00:00 +0100;Tuesday;49;2;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 06:00:00 +0100;Tuesday;291;1;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 07:00:00 +0100;Tuesday;541;1;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 08:00:00 +0100;Tuesday;1043;1;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 09:00:00 +0100;Tuesday;1532;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 10:00:00 +0100;Tuesday;3009;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 11:00:00 +0100;Tuesday;4528;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 12:00:00 +0100;Tuesday;6101;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 13:00:00 +0100;Tuesday;6978;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 14:00:00 +0100;Tuesday;6822;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 15:00:00 +0100;Tuesday;7256;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 16:00:00 +0100;Tuesday;7849;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 17:00:00 +0100;Tuesday;8072;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 18:00:00 +0100;Tuesday;7477;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-26 19:00:00 +0100;Tuesday;5159;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 20:00:00 +0100;Tuesday;1910;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 21:00:00 +0100;Tuesday;734;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 22:00:00 +0100;Tuesday;373;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-26 23:00:00 +0100;Tuesday;165;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 00:00:00 +0100;Wednesday;55;5;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 01:00:00 +0100;Wednesday;33;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 02:00:00 +0100;Wednesday;38;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 03:00:00 +0100;Wednesday;18;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 04:00:00 +0100;Wednesday;19;2;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 05:00:00 +0100;Wednesday;52;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 06:00:00 +0100;Wednesday;226;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 07:00:00 +0100;Wednesday;527;3;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 08:00:00 +0100;Wednesday;980;3;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 09:00:00 +0100;Wednesday;1629;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 10:00:00 +0100;Wednesday;3114;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 11:00:00 +0100;Wednesday;4799;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 12:00:00 +0100;Wednesday;6394;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 13:00:00 +0100;Wednesday;7360;17;clear-day;
Schildergasse (West), Köln;2019-02-27 14:00:00 +0100;Wednesday;7569;18;clear-day;
Schildergasse (West), Köln;2019-02-27 15:00:00 +0100;Wednesday;8350;20;clear-day;
Schildergasse (West), Köln;2019-02-27 16:00:00 +0100;Wednesday;8695;20;clear-day;
Schildergasse (West), Köln;2019-02-27 17:00:00 +0100;Wednesday;9009;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-27 18:00:00 +0100;Wednesday;8434;18;clear-day;
Schildergasse (West), Köln;2019-02-27 19:00:00 +0100;Wednesday;6131;14;clear-night;
Schildergasse (West), Köln;2019-02-27 20:00:00 +0100;Wednesday;2292;11;clear-night;
Schildergasse (West), Köln;2019-02-27 21:00:00 +0100;Wednesday;785;12;clear-night;
Schildergasse (West), Köln;2019-02-27 22:00:00 +0100;Wednesday;427;7;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-27 23:00:00 +0100;Wednesday;242;7;clear-night;
Schildergasse (West), Köln;2019-02-28 00:00:00 +0100;Thursday;81;7;clear-night;
Schildergasse (West), Köln;2019-02-28 01:00:00 +0100;Thursday;77;6;clear-night;
Schildergasse (West), Köln;2019-02-28 02:00:00 +0100;Thursday;55;6;clear-night;
Schildergasse (West), Köln;2019-02-28 03:00:00 +0100;Thursday;19;5;clear-night;
Schildergasse (West), Köln;2019-02-28 04:00:00 +0100;Thursday;32;4;clear-night;
Schildergasse (West), Köln;2019-02-28 05:00:00 +0100;Thursday;110;5;clear-night;
Schildergasse (West), Köln;2019-02-28 06:00:00 +0100;Thursday;165;4;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-28 07:00:00 +0100;Thursday;327;2;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-28 08:00:00 +0100;Thursday;730;4;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 09:00:00 +0100;Thursday;1894;5;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 10:00:00 +0100;Thursday;2741;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 11:00:00 +0100;Thursday;3912;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 12:00:00 +0100;Thursday;4722;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 13:00:00 +0100;Thursday;5098;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 14:00:00 +0100;Thursday;5131;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 15:00:00 +0100;Thursday;4129;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 16:00:00 +0100;Thursday;4238;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 17:00:00 +0100;Thursday;3820;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 18:00:00 +0100;Thursday;3063;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-02-28 19:00:00 +0100;Thursday;2219;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-02-28 20:00:00 +0100;Thursday;1517;11;partly-cloudy-night;
